venue_no,venue_name,review_text
V6,The Hackney,"We hosted our wedding reception with the team at the hackney in May 2023. The planning experience was straight forward and easy to book. The availability for the venue is on the website so easy to see when they have and get it booked. We went with the 5 canapés, bowl food menu, and drinks on arrival with wine through the event. The staff were brilliant and food delicious. 

We loved the vibe of the venue as we wanted a bit more of a casual event, with a relaxed feel and we were able to host our 85 guests with no issues (although limited to standing event at this size, there is enough scattered seating for anyone to sit when they wanted). 

In terms of decorating, we didn't feel the need to add any extra flowers as the venue was already so made up with plants and other decorations. 

We did add the photo box which I highly recommend, was great fun for our friends and family and came with a memory book. People were shy at first but really got into it. We also used the recommended baker who provided a delicious cake. 

Final area to mention - pricing. Wedding venues can be really expensive and daunting before you even start paying for any food or drink. Something that really attracted us to this venue was the low spacing cost and the minimum spend with it. It meant that we were able to completely customise the experience and see where the money we were spending was going. There are many different options and packages to go with, so it's up to you. 

Only thing that wasn't offered was any tasting of the food beforehand which we would've liked to have done but none the less, the food was delicious so it wasn't really needed!

To finish, we loved every moment of it and hope that many others get to experience the same. Thank you very much team at the hackney!"
V6,The Hackney,"We had our reception in July. The venue was cosy and comfortably fit 30 people without feeling too crowded or too empty (we were worried it might be too empty). We managed to fit a band in, arranged mini-golf in the venue after dinner, and customize the cocktail menu with custom recipe (that we provided before hand). 

One of the biggest highlights was the food. The crispy roast pork got so many complements and indeed it was tasty. But really, all the dishes were amazing (we had a tasting session prior), it was hard to choose, but the taste of each dish was still top notch on the day itself too. I heard that the supper snacks we ordered were great too but alas, I was too busy and they were snapped up instantly! 

Some other details:
* We were allowed to use the small room downstairs as a private space to put our stuff. Very handy to not mess up items.
* We went with a bar tab and kept increasing the budget each time till the end of the night instead of the all-you-can-drink. From our rough calculations, it worked out about the same going for all-you-can-drink. Of course, certain folk were heavy weights and more than made it up will be different for each crowd. 
* Lighting for photos came out excellent (combination of photographer and venue lighting).
* You can adjust air conditioning to suit the weather (we had ours on the warm side due to older folk not dealing with cold too well). 
* Outdoor space was a pleasant change in atmosphere for those who wanted some fresh air. 

What about the review from the Bride? Bride approved this review."
V6,The Hackney,"The day was fabulous - Hugo was brilliant and flexible with what we were after. The tasting day before was such a great idea and the whole experience and guidance given made planning a wedding in c.5 months so much easier. We had vegans, last minute drop outs, ridiculously hot weather, about 3 different spotify playlists, a string quartet, florists arriving in the morning and a cake that arrived the day before - the team took it all in their stride and it seemed like a breeze. Loved it all and we've had such good feedback from guests. A fabulous whirlwind. 

Two very minor points for feedback - we maxed out the guest numbers (the team did advise us against it but were very accommodating despite us also throwing musicians into the mix) and it was a little too crowded pre-lunch on such a hot day. We also put some speeches in between courses (again, we were recommended against it) and that may have been a slight mistake for the dessert timings, as the tasting day was 10/10. But, it was a perfect day in a stunning venue. Loved it - thank you guys."
V6,The Hackney,"Jon and the team were absolute superstars, hosting the perfect wedding day for us. The space is beautiful, the decor is modern and perfect. They were so accommodating for any request or question we had which we really appreciated. Guests commented on how great the cocktails were! The day ran so smoothly and we had a fantastic time."
V6,The Hackney,"From the initial phonecall to the warm welcome we got when we first visited The Hackney, we knew we were in safe hands and that we’d made the perfect choice. The venue offers the most beautiful interiors - the perfect mix of cosy, intimate and modern industrial - exactly what we were looking for! 

Our entire experience with The Hackney was an absolute dream -we loved the mega organised approach to planning. Something that could have been incredibly intimidating was made so straightforward with the amazing support of Hugo the General Manager who embraced all our weird and wonderful suggestions and gave expert advice on what we could do to make things even better. We left every meeting buzzing with ideas and even more excited to welcome our closest friends and family to the big day. 

The quality of the food and drinks is impeccable - every single one of our guests (even the fussiest!) has commented on how much they loved it. We absolutely loved the menu tasting, even though it made the decision even harder as everything was amazing. What makes it even better for us is living close by and being able to pop into our wedding venue for a coffee or a cocktail! 

I couldn't recommend The Hackney enough - I just wish we could go back and do it all again!"
V5,"Pembroke Lodge, Richmond Park","We had our wedding at Pembroke Lodge on 12 May 2023 and it was incredible. The views are gorgeous and the photo opportunities are endless with beautiful floral and green surroundings. The team were super responsive throughout the process which is really reassuring and helpful when planning a wedding, and Nelson who ran the day was just fantastic. Every single detail was thought of and they run a really slick operation. This is essential as it meant I had a lot less to think about! They put me and my partner at ease throughout. The food and service on the day was fantastic, so many of our guests said this was the best food they’ve ever had at a wedding. Highly recommend! (Photos by Costa Weddings UK)"
V5,"Pembroke Lodge, Richmond Park","Pembroke where super helpful and provided a lot of guidance in helpful forms and layouts. Always available for a call and very helpful. on the day, it ran super smooth and and staff where lovely. Thank yo for making it a great day!"
V5,"Pembroke Lodge, Richmond Park","We had our wedding at Pembroke Lodge in October 2024. The whole day was magical, including the beautiful view over the autumn trees in Richmond Park. Robert made sure everything ran perfectly and helped us to find slots in the busy wedding timetable to fit in some special moments to also reflect traditions from my husband's Dutch culture. The food was great and the staff were polite and fun. All preparation with Lucy was also smooth and done with a smile. The Pembroke Lodge team ooze experience but make every wedding feel special and really listen to your wishes for the day. Highly recommend! Thank you to the whole Pembroke Lodge team, especially Robert, Lucy, the kitchen team and the staff on the day!"
V5,"Pembroke Lodge, Richmond Park",The staff has been very helpful. They have a lot of experience. Open to any suggestions and help in critical situations.
V5,"Pembroke Lodge, Richmond Park","We couldn’t have asked for a more perfect venue than Pembroke Lodge for our summer wedding. The setting was absolutely stunning, creating the most gorgeous backdrop for our special day. A huge thank you to our banqueting manager, Nelson, who went above and beyond to ensure everything ran smoothly.

The team was incredibly supportive and accommodating throughout the planning process, making it an enjoyable and stress-free experience. Their professionalism and attention to detail made all the difference, and we’re so grateful for everything they did to make our day unforgettable. Highly recommend!"
V5,"Pembroke Lodge, Richmond Park","We got married on the 3rd of October this year, and the team made our day magical! What a smooth day. We loved every second of it! The guests loved everything, and raved about the food and organisation.
Hiring Pembroke Lodge was easy. We had a viewing where all information was shared in detail and super clear to understand and make a decision. 
On the months leading up to the big day our contact was Alice. Alice is a star. Responsive, professional, and had answers and solutions to everything. 
On the day, Nelson coordinated the whole thing, minute by minute, and we are forever grateful for his politeness, professionalism and high spirits. We felt safe and in good hands. I would give Pembroke Lodge way over 5 stars if I could :)"
V5,"Pembroke Lodge, Richmond Park","My wedding went without a hitch, thanks to the amazing team at Pembroke Lodge (special thanks to Nicola & Robert)! They made sure everything was set up perfectly on the day, exactly in the way we had requested, and then ensured the day itself went as smoothly as we could've hoped. Everything looked beautiful and the stunning views made all of our guests fall in love with the venue too."
V5,"Pembroke Lodge, Richmond Park","We had the most perfect day.  The team have all been so responsive and accommodating of our every request. The venue is beautiful and we were lucky to have gorgeous sunset views. It is truly a countryside wedding but conveniently close to London, which was important for our overseas guests. The food was fantastic and staff were professional and efficient. Would recommend to anyone."
V5,"Pembroke Lodge, Richmond Park","We recently had our wedding at Pembroke Lodge, and I cannot say enough good things about the venue, the team and manager, Robert. From the moment we started planning to the big day itself, he was absolutely incredible. 

Robert went above and beyond to ensure everything ran smoothly. He was always available to answer our questions, offer solutions, and provide creative suggestions that enhanced our vision. He coordinated effortlessly with our vendors, making sure everyone was on the same page, which took so much stress off our shoulders.

On the day of the wedding, he was a true rockstar! He made sure the timeline flowed perfectly, from setting up the ceremony space to ensuring the reception transitions were seamless. His dedication and hands-on approach allowed us to enjoy every moment without worrying about a single thing.

Our wedding was a dream come true, and we owe so much of that to him and the team! Thank you, for everything you all did to make our day magical."
V5,"Pembroke Lodge, Richmond Park","We could not have wished for a better wedding venue for our special day! Everyone went above and beyond to make sure our day goes perfectly without us having to worry about a single thing! A big shoutout to Nelson who was absolutely brilliant and made the day feel so calm and well thought through.

The food was delicious and all the team was so welcoming and super helpful on the day.

Thank you so much, we really really appreciate all the help!"
V1,Brinsop Court Manor House and Barn,"Wow what can I say, Brinsop is an absolutely stunning wedding venue with heaps of character and so many options of places for the ceremony and to do things. We fell in love with it as soon as we saw it and knew it was where we wanted to get married. 

Right from the start, the Brinsop team were so helpful and accommodating. From giving an virtual tour then showing us around in person, Issy and the team were fantastic right the way through. Nothing was a hassle, no request too difficult and they were incredibly professional and responsive throughout the whole process. 

We loved that Brinsop is an exclusive venue with accommodation on site so we could stay with the bridal party and our immediate family. All the rooms are unique and have so much character and it's fun exploring the whole place. You feel like you are in the middle of nowhere, in nature with swans, ducks and birds all around. 

Throughout our planning process, Issy and the team helped us every step of the way, being incredibly flexible in managing our requests and really trying to create our vision. They even got their team to make a giant jenga that we could use on the day! They helped to create the most perfect bespoke wedding breakfast and canapes menu, and seemed so positive and excited to be part of our special day and experience. 

Arriving at the venue, Issy and the team were ready and had everything prepared and ready to go. It made the process so smooth for us and meant we could really enjoy the day without any stress. Issy coordinated perfectly with all of our vendors and it really felt like she and the whole team were so happy for us and wanted to be part of our day which was amazing. Our guests commented on how friendly and responsive all the staff were and it really made the experience extra special. 

I wouldn't change anything about the day and it was perfect. I would absolutely recommend Brinsop as a wedding venue and all the staff who are really invested in helping deliver your vision. Thank you so so much to the whole team for making this a day that we will look back on for many years to come with amazing memories."
V1,Brinsop Court Manor House and Barn,"Wow, what a perfect day we had! It really went without a hitch and that was thanks to Nina and all the staff at Brinsop. The team worked seamlessly to ensure the day was as perfect as could be, and it really was! The wedding was booked over 2 years in advance and the staff were so accommodating with all my questions, planning and site visits, they couldn’t do more to support us. Special thanks to our coordinator Nina who was a delight to work with and a credit to Brinsop. Everyone that attended agreed at how beautiful the venue and grounds were, it was a wedding people won’t forget! 10/10 would recommend to anyone!"
V1,Brinsop Court Manor House and Barn,"It's taken me quite a while to get round to writing this review, because sadly it's quite a bittersweet one. 

We were married last year on 15 June and Brinsop was our chosen venue for both our ceremony and reception. We were first attracted to brinsop by the accomodation, meaning our loved ones could stay on-site, especially my grandparents which was so important to me. 

The home itself is absolutely beautiful, including ivy cottage which myself and my mum stayed in the night before the big day. It really was a picture perfect setting, and looking down from the bridal suite seeing the ceremony space being set up on the Wordsworth lawn was honestly magical. Id dreamed of an outdoor wedding on that lawn, and we were so grateful the weather cleared so we could have it. The team really did wait till the latest they could to ask us to make a call on an inside or outside wedding (despite being June, it was a gloomy day to start) which I really appreciated! 

Another amazing part of hiring brinsop was the after hours space we were able to enjoy until 2am with our house guests. The games room was absolute fantastic and meant that if you wanted to go to bed you could, but you could also stay up, party and play pool. I really do think this was a highlight for our guests and would recommend massively if you can spare some budget. 

On the night of the wedding, myself and my new husband actually stayed in one glamping tents which we absolutely loved. The groundsman was on site until we were ready to leave the games room, and he then took us up to our tent in one of the buggies, making sure we had plenty of blankets and even stopping off for some bottles of water for us. This was really special, and can't thank him enough. 

Hugo Spritz!! Having hugos at both our welcome drinks and drinks reception after the ceremony was amazing. I'm not a fan of prosecco myself and Mark and the team made it possible for us to have Hugo's all round. We even sneaked some up to the bridal suite to have before the ceremony (thanks Nadia!). Our guests loved them, and the amount of people that have told me they now need them at their own wedding is crazy! 

Onto the not so good - sadly it all started to go a little downhill when we moved things into the knot barn for our wedding breakfast. Sitting on the top table, I could see that guests at the top of the second rows of long tables didn't really even have a seat around the table and were just kind of plonked on. The seating plan hadn't been followed, and I don't think there were even enough tables laid for the service to be comfortable for people because there was a dance floor at the end of the barn (which I did not ask for). 

It was quickly also brought to my attention, that one of our guests had had to put her child on her lap in order to remove the high chair so people had more space. We also lost about 5 napkins with them setting on fire from the candles because everything was just way too cramped. 

I asked to speak to catering, and asked if there was anything that they could do. I was told 'well sure, if you want the whole thing to be late'. In truth I shouldn't have even had to broach this myself, as it should have been sorted by the coordination team.

The tables weren't changed, even after they'd said they'd sort after the first course and yet the whole meal still ran late. We've had so much feedback about people not having enough food, food not being easy to access on the sharing platters etc and honestly when you've waited so long for a day and had spent 25k on the venue and food alone, it really has been heartbreaking to hear. I do sometimes question why people still bring it up (even now, people talk about the dining) when it clearly upset me so much. 

Whilst writing this review my husband asked my what we had for evening food - we didn't get any. It was left unannounced on a back table. I don't know what I was expecting, just not that. 

The next morning, the houseguests were asked to come down to breakfast for 9am (it was on a note in the room) but as we were in the glamping area, we walked past the knot barn just before 8.30 and the food was already out. We ran down to the house to hurry everyone up, and by which time everyone arrived it had been sitting there for 20plus mins going cold. 

My biggest upset was that when I fed all of the above back to brinsop, feeling pretty deflated about the catering, I was told they'd pass my feedback on and heard absolutely nothing back. 25k total with over 10k on food and drinks to hear absolutely nothing, and this was 9 months ago. I'm not saying this in would happen to anyone else, but really - it shouldn't have happened to us either."
V1,Brinsop Court Manor House and Barn,"We couldn’t have asked for a more perfect venue for our wedding! From start to finish, everything at Brinsop was flawless. The setting was absolutely stunning, creating the most magical backdrop for our special day. Our guests were blown away by the beautiful venue, the warm atmosphere, and the seamless coordination. Every detail was taken care of, and we felt so well looked after. The team was incredible, professional, friendly, and attentive. On the day itself, they ensured everything ran smoothly, allowing us to truly enjoy every moment. A special mention goes to our amazing wedding coordinator Nina!"
V1,Brinsop Court Manor House and Barn,"We had our wedding on New Year's Eve 2024 at Brinsop, and it was more perfect that we could have ever hoped for. The venue itself is stunning, with beautiful spacious rooms which slept over 40 of our guests. Our coordinator, Nina, was incredible and so supportive on the day - she kept everything running so smoothly and everything went by without a glitch. The food and drink managers Mark and Amy did the most incredible job - nothing was ever too much, they were so attentive, and the chefs the most stunning meal after we gave them a fairly vague brief of 'curry'! We had the most perfect day and we're so incredibly grateful to Brinsop and the team."
V1,Brinsop Court Manor House and Barn,Brinsop Court is pure magic—an unforgettable venue with an incredible team!
V1,Brinsop Court Manor House and Barn,"We were lucky enough to have our wedding at Brinsop Court in December, and it was an absolutely spectacular day. We fell in love with Brinsop as soon we set our eyes on the beautiful manor and surrounding gardens. Cate, Amy, Mark and the rest of the wonderful staff at Brinsop really go the extra mile to make you feel special, and are extremely flexible with requests in order to make your day feel more special. We honestly felt like there was no request too big leading up to the day and they really made us feel extremely comfortable leading up to the day.
On the day, Cate and her team were well on hand to help us with setting up everything and she had everything under control when there were a few hiccups. The day itself was absolutely magical, and that wouldn’t have happened if it wasn’t for everyone at Brinsop working extremely hard to ensure that everything went to plan and as smoothly as it could.
Thank you to everyone at Brinsop for making us feel at ease and ensuring that our wedding was an amazing day."
V1,Brinsop Court Manor House and Barn,"Brinsop, the perfect wedding venue! We got married at Brinsop in December and I can honestly say it was everything we could have hoped for and more. We found out about the venue through Hitched and was one of only two venues that we visited but as soon as we got the house we knew it was the one. We fell in love with everything about it and it was fair to say that our guests agreed with us with many saying it was the nicest venue they’d been to. We had the wonderful Nina as our coordinator and she was brilliant! Nothing was too much trouble and we had constant communication with her in the build up which helped our stress levels no end. The same can be said for all of the staff who were brilliant throughout and allowed us to have the best day of our lives with everything running seamlessly. A special mention must be given to Amy and the catering staff who put on such an incredible menu (including the tasting session that provided some of the best food we’d ever had) and ensured that the food has been one of the main things that people have mentioned to us since the wedding! We had our ceremony in the Banqueting Hall which provided the perfect setting, especially with it being a winter wedding, as it really added to the cosy atmosphere and the lounge areas/games room were perfect for the drink’s reception. We would have loved to have also had it in the courtyard, but the temperatures meant that the lounge with the fireplace was a far more appealing option on the day. We then had the wedding breakfast and reception in the knot barn which was decorated beautifully and was the perfect place for the party in the evening. Overall we really can’t thank everyone at Brinsop enough for making our day what it was, we can honestly say that we have been made to feel part of the family and already can’t wait to hopefully come back to stay in one of the cottages for our first anniversary!"
V1,Brinsop Court Manor House and Barn,"Where do I start!! 
Brinop Court is the most stunning venue, it was the first venue we visited and instantly fell in love! Theres so much history to the house and we were treated like family every time we visited before the wedding and it literally felt like home the whole weekend of the wedding, my guests also agreed!!

A special thank you to Issy our coodinator who went above and beyond ti make sure everything was perfect for us. It was so easy to plan and nothing was too much to ask, even arranging our dog to be our ring bearer!! When they say Brinsop is dog friendly they really mean it!!!

What a place, what a day!! Thank you so much everyone, you all made our day perfect and it really was the best day of our lives♥️"
